YEAR_OBS,MONSOON,POMRB,POMKH,PREMON
2012,NA,NA,42.89,NA
2012,NA,NA,6.36,NA
2012,NA,NA,11.75,NA
2012,NA,2.55,19.05,2.72
2011,12.7,12.7,12.7,12.7
2011,NA,13.62,NA,NA
2011,9.91,8.48,9.25,10.45
2011,NA,7.48,NA,NA
2011,11.57,10.09,11.49,13.01
2011,0.83,1.68,1.95,2.4
2011,3.48,NA,2.58,2.6
2011,8.23,3.57,4.82,5.32
2011,2.32,2.1,4.31,3.05
2011,9.35,9.35,9.35,9.35
2011,NA,11.84,NA,NA
2011,13.18,9.28,12.73,13.68
2011,36.92,31.2,32.33,37.69
2011,2.91,4.16,5.31,2.09
2011,7.75,7.3,6.3,9.15
2011,NA,NA,NA,3.78
2011,NA,5.69,NA,NA
2011,NA,8.3,NA,NA
2011,2.02,9.22,1.32,0.67
2011,9.21,9.5,9.3,9.35
2011,8.88,11.5,5.89,15.2
2011,4.05,5.75,2.32,7.2
2011,NA,15,NA,NA
2011,3.47,4.3,2.47,3.66
2010,NA,12.7,12.7,12.7
2010,NA,13.62,13.62,13.62
2010,8.02,9.67,6.6,10.48
2010,NA,7.48,7.48,7.48
2010,11.14,8.7,10.61,10.78
2010,1.97,1.59,0.9,2.42
2010,2.25,3.2,NA,2.62
2010,4.26,4.74,3.49,NA
2010,3.76,3.6,3.55,4.39
2010,8.61,2.28,7.06,7.75
2010,NA,11.84,11.84,11.84
2010,11.32,10.95,9.32,13.46
2010,34.66,28.5,32.63,35.6
2010,3.91,3.27,4.41,4.24
2010,9.52,8,7.05,13.8
2010,5.2,8,NA,5.5
2010,27.19,22.72,23.7,29.27
2010,1.8,NA,NA,NA
2010,5.65,6.14,5.14,6.11
2010,4.2,8.3,8.3,8.3
2010,11.67,11.74,9.07,12.64
2010,9.51,9.7,9.6,9.65
2010,17.12,11.95,13.99,5.4
2010,8.47,6.2,6.38,9.15
2010,7.65,NA,7.65,NA
2010,NA,15,15,15
2010,3.9,3.6,3.15,5.55
2009,12.7,12.7,12.7,12.7
2009,3.37,4.25,2.9,3.95
2009,NA,14.92,NA,9.92
2009,NA,7.48,2.13,NA
2009,10.78,13.6,7.5,13.65
2009,1.08,3.78,1.3,4.5
2009,7.45,2.48,2.85,2.65
2009,3.14,4.76,3.99,6.67
2009,2.78,4.92,NA,6.3
2009,2.19,5.05,9.35,8.44
2009,11.84,11.84,11.84,11.84
2009,10.01,11.62,10.77,14.4
2009,42.8,31.67,2.08,42.68
2009,NA,3.06,1.45,5.41
2009,6.62,7.9,9.08,8.65
2009,NA,8.09,7.41,3.32
2009,25.22,25.53,22.68,25.85
2009,5.63,6.18,6.76,6.44
2009,8.3,8.3,NA,8.3
2009,NA,9.39,10.45,11.3
2009,8.81,9.53,9.67,9.2
2009,11.78,11.82,10.44,15.04
2009,5.81,6.6,5.04,8.75
2009,NA,3.19,NA,NA
2009,15,15,15,15
2009,13.62,13.62,13.62,13.62
2008,6.76,NA,5.72,7.08
2008,3.7,2.9,2.73,2.84
2008,10.42,9.35,7.81,10.14
2008,2.45,NA,NA,NA
2008,9.06,NA,9.55,8.32
2008,10.5,8.17,7.7,14.91
2008,4.95,4.21,5.12,6.16
2008,3.22,7.65,NA,NA
2008,14.85,NA,NA,NA
2008,NA,13.62,NA,NA
2008,2.18,7.93,NA,0.7
2008,38.85,31.31,31.08,38.52
2008,1.96,3.81,3.02,2.87
2008,10.25,13.8,NA,13.8
2008,6.7,10.9,4.88,7.14
2008,29.23,28.05,27.87,29.7
2008,3.65,8.4,NA,NA
2008,2.75,2.35,2.34,2.28
2008,7.7,6.89,5.08,9.3
2008,7.84,6.7,NA,NA
2008,7.85,6.45,1.37,7.6
2008,NA,2.5,1.25,2.1
2008,10.84,11.84,NA,11.84
2008,11.7,10.66,9.81,10.86
2008,NA,12.7,NA,12.7
2008,3.12,NA,2.13,19.05
2008,NA,1.63,NA,NA
2008,18.23,14.95,9.12,15.15
2008,13.62,9.78,12.41,14.76
2008,2.51,8.3,NA,8.3
2007,7.24,NA,NA,NA
2007,3.45,2.2,2.4,4.6
2007,9.67,7.57,1.46,10.17
2007,NA,4.85,NA,NA
2007,18.8,17.7,7.63,NA
2007,6.7,NA,2.9,8.11
2007,NA,NA,7.65,NA
2007,NA,NA,15,NA
2007,NA,NA,13.62,NA
2007,NA,5.48,7.93,NA
2007,46,29.6,31.53,NA
2007,2.81,3.24,3.05,2.91
2007,13.8,12.55,13.2,NA
2007,NA,7.76,7.46,13.77
2007,28.8,24.34,28.59,NA
2007,8.4,7.06,6.35,NA
2007,3.15,1.32,2.23,3.14
2007,8.84,7.09,5.65,NA
2007,NA,NA,6.49,NA
2007,NA,NA,2.16,NA
2007,3.2,2.43,1.42,4.44
2007,11.84,NA,10.3,NA
2007,12,11.4,10.16,NA
2007,NA,12.35,12.7,NA
2007,19.05,5.6,2.94,7.65
2007,NA,NA,6.31,NA
2007,20.12,14.12,10.38,NA
2007,14.1,11.18,12.94,NA
2007,8.3,NA,8.3,NA
2006,NA,3.9,NA,4.94
2006,9.32,5.14,10.27,9.24
2006,7.65,3.38,7.99,5.97
2006,NA,NA,NA,3.65
2006,NA,9.01,NA,NA
2006,14.39,7.73,16.51,15.45
2006,7.85,3.7,6.44,6.5
2006,26.09,22.71,27.27,7.6
2006,NA,1.69,NA,NA
2006,10.55,7.29,11.35,NA
2006,NA,5.57,NA,7.9
2006,12.47,7.15,3.11,10.2
2006,22.35,19.08,24.49,20.35
2006,4.93,2,6.09,3.95
2006,2.13,2.2,2.16,1.95
2006,4.56,1.46,6.65,4.3
2006,NA,NA,NA,4.45
2006,NA,NA,NA,2.8
2006,NA,4.87,NA,9.54
2006,9.85,5.54,10.86,2.3
2006,7.93,6.38,7.93,2.93
2006,12.11,5.72,12.7,10.9
2006,4.5,1.65,5,3.65
2006,6.24,NA,5.24,NA
2006,10.45,5.96,11.4,9.89
2006,9.35,NA,9.35,NA
2006,7.48,6.23,7.48,NA
2006,6.78,4.77,NA,6.26
2005,7.24,6.04,3.54,6.61
2005,2.27,2.35,1.65,1.89
2005,5.32,4.97,1.27,1.46
2005,19.15,10.1,9.95,10.15
2005,17.15,18.1,7.35,20.46
2005,NA,5.73,2.2,7.44
2005,NA,6.02,NA,7.49
2005,NA,26.93,NA,29.6
2005,35.2,30.13,24.95,36.48
2005,3.01,3.13,NA,3.94
2005,10.5,9.15,6.7,11.45
2005,6.2,NA,NA,6.86
2005,8.88,13.13,5.8,13.22
2005,14.85,22.5,20.8,28.84
2005,2.75,6.57,1.65,7.36
2005,4.71,4.35,0.94,5.76
2005,NA,2.14,NA,NA
2005,3.48,2.65,NA,5.05
2005,NA,9.15,NA,NA
2005,NA,10.21,2.64,NA
2005,14.15,12.93,6.3,12.32
2005,1.42,1.72,0.89,3.84
2005,-0.6,NA,-0.6,NA
2005,NA,10.25,9.4,12.03
2005,4,3.25,1.95,3.99
2005,11.23,9.53,2.42,7.32
2005,NA,NA,2.08,NA
2005,10.16,11.86,3.2,14.19
2005,0.8,1.42,0.8,2.85
2005,4.94,NA,NA,NA
2004,5.89,7.58,5.6,7.94
2004,2.37,3.57,2.13,2.4
2004,10.21,9.5,9.88,10.05
2004,NA,19.16,17.8,24.35
2004,6.03,7.44,4.48,7.4
2004,NA,32.58,31.1,34.2
2004,4.81,6.51,1.96,7.11
2004,10.75,13.3,7.64,13
2004,5.22,6.22,NA,NA
2004,13.64,NA,10.43,NA
2004,NA,27.47,23.94,29.3
2004,NA,NA,6.13,NA
2004,NA,7.96,3.38,8.24
2004,3.96,NA,1.25,NA
2004,3.85,4.25,1.88,4
2004,NA,NA,7.34,NA
2004,NA,13.67,11.39,14.6
2004,NA,5.09,1.64,5.69
2004,4.63,6.17,2.45,7
2004,NA,15.96,5.22,13.62
2004,NA,15.28,10.96,15.2
2004,2.23,3.85,1.11,2.5
2004,7.92,9.23,4.47,10.72
2003,7.09,6.46,5.22,6.54
2003,2.9,3.46,1.45,3.55
2003,9.97,7.75,8.32,NA
2003,9.32,9.57,8.3,9.47
2003,NA,16.18,NA,NA
2003,9.45,8,6.4,9.99
2003,NA,27.14,NA,NA
2003,5.66,NA,5.11,6.11
2003,13.33,10.51,11.53,12.31
2003,7.06,NA,5.05,6.65
2003,13.15,14.7,11.2,NA
2003,NA,NA,NA,8.9
2003,NA,7.69,NA,NA
2003,NA,NA,4,NA
2003,5.1,3.93,3.3,6.02
2003,NA,NA,11.54,NA
2003,NA,11.86,NA,NA
2003,NA,9.4,NA,NA
2003,6.18,4.7,5.37,6.1
2003,NA,12.64,NA,NA
2003,NA,14.24,NA,NA
2003,3.82,3.28,3.3,4.66
2003,NA,4.64,6.36,NA
2002,5.96,5.34,7.04,5.39
2002,5.81,3.76,5.59,5.16
2002,9.97,7.3,9.73,8.82
2002,9.3,5.73,9,9.85
2002,12.82,NA,13.07,12.73
2002,7.61,3.78,7,6.65
2002,25.39,NA,26.28,19.37
2002,5.57,3.6,3.61,4.31
2002,9.75,8.47,9.5,9.9
2002,6.38,3.3,5.75,6
2002,14.08,7.63,12,14
2002,16.49,NA,24.05,NA
2002,6.4,2.74,5.85,4.63
2002,7.54,NA,7.09,7.14
2002,NA,5.1,NA,NA
2002,7.5,2.62,2.6,7.8
2002,4.41,2.86,2.6,7.3
2002,10.26,8.74,10.84,11.24
2002,9.07,NA,9.91,17.02
2002,NA,NA,9.54,NA
2002,NA,6.93,NA,NA
2002,NA,NA,NA,4.96
2002,12.1,9.99,10.75,12.2
2002,3.98,3.55,3.63,3.45
2002,10.65,NA,10.88,9.47
2002,NA,2.91,NA,NA
2002,13.51,NA,13.22,13.22
2002,3.12,1.72,3.1,2.9
2002,3.17,2.1,2.45,2.68
2001,4.64,3.79,3.09,5.54
2001,2.6,1.33,1.1,NA
2001,12.3,NA,0.88,11.14
2001,NA,4.04,2.28,6.7
2001,NA,3.45,NA,NA
2001,NA,7.72,4.82,9.72
2001,3.76,3.46,2.15,4.6
2001,12.09,5.6,9.2,11.69
2001,NA,2.13,NA,3.69
2001,NA,5.92,5.83,NA
2001,NA,4.3,NA,4.59
2001,17.8,0.59,NA,NA
2001,9.54,6.53,6.38,10.22
2001,3.06,2.33,1.65,2.72
2001,6.26,2.02,1.2,8.22
2001,NA,1.6,4.1,4.22
2001,NA,1.63,4.12,4.56
2001,NA,2.79,3.42,5.36
2001,4.6,NA,1.35,8.01
2001,21.02,17.47,NA,17.72
2001,7.53,5.69,4.68,5.16
2001,7.56,1.65,2.5,4.98
2001,9.1,7.49,7.4,10.65
2001,3.05,0.76,2.4,1.57
2001,NA,19.02,NA,22.22
2001,5.71,2.35,1.94,4.85
2001,9.46,4.38,5.65,8.64
2001,9.52,9.63,8.75,NA
2001,NA,2.84,NA,NA
2001,8.41,NA,NA,NA
2001,2.17,1.77,1.71,1.57
2000,5.47,3.52,1.08,NA
2000,2.88,NA,2.06,NA
2000,9.5,5.01,3.65,10.11
2000,3.25,NA,0.86,4.24
2000,2.33,NA,NA,NA
2000,2.76,3.1,1.84,4.03
2000,4.34,4.54,2.25,1.95
2000,3.52,1.39,1.05,4.04
2000,2.23,2.05,1.73,2.67
2000,23.88,21.43,19.25,NA
2000,NA,NA,2.85,NA
2000,5.26,9.52,1.83,2.71
2000,4.09,3.6,1.45,5.41
2000,7.15,2.95,0.58,7.04
2000,7.57,6.39,3.59,9.58
2000,8.76,8.46,5.32,10.15
2000,10.75,6.57,NA,12.8
2000,1.6,1.68,0.78,2.33
2000,5.23,NA,NA,6.59
2000,21.19,NA,17.98,21.77
2000,8.58,8.37,3.22,11.78
2000,2.05,3.8,1.24,2.98
2000,6.98,5.84,2.23,10.45
2000,6.07,NA,3.06,8.47
2000,1.45,1.52,1.05,NA
2000,9.51,9.75,6.91,10.2
2000,NA,9.65,NA,NA
2000,2.07,2.22,1.33,3.01
2000,2.79,3.88,2.23,5.55
2000,NA,NA,NA,1.37
2000,1.75,1.4,1.55,3.66
2000,3.7,2.5,0.76,4.42
1999,4.4,3.07,2.18,3.95
1999,5.2,9.9,8.3,9.78
1999,5.28,NA,NA,NA
1999,22.72,NA,NA,NA
1999,4.85,4.15,1.48,4.25
1999,5.88,6.37,2.22,3.62
1999,NA,4.88,2.15,3.24
1999,NA,14.95,NA,NA
1999,11.95,13.17,8.55,11.44
1999,13.67,14.87,9.2,10.17
1999,12.4,NA,NA,NA
1999,7.88,5.82,2.95,7.75
1999,11.85,7.5,4.8,11.2
1999,5.25,4.86,3.36,4.96
1999,4.07,3.23,NA,NA
1999,12.22,NA,NA,NA
1999,6.23,4.28,2.05,4.6
1999,NA,5.36,1.72,NA
1999,14.6,NA,NA,NA
1999,NA,2.62,0.92,3.15
1999,3.67,2.92,1.96,2.45
1999,5,NA,NA,NA
1999,6.08,4,2.06,4.04
1999,4.21,3.1,1.22,1.6
1999,3.21,3.14,1.13,1.34
1999,9.26,6.3,3.81,8.7
1999,11.02,NA,NA,NA
1999,4.23,3.6,0.85,3.02
1999,14.3,10.3,7.05,10.6
1998,5.23,6.03,1.3,7.72
1998,6.73,4.25,7.3,10.25
1998,1.57,4.65,1.53,8.28
1998,NA,6.2,NA,NA
1998,2.9,3.62,3.45,4.26
1998,NA,2.99,2.75,5.22
1998,9.1,7.35,10.85,11.1
1998,9.3,11.13,9.87,15.93
1998,5.94,7.35,3.72,9.9
1998,8.68,7.03,4.88,10.72
1998,3.55,4.85,3.65,6.49
1998,NA,1.69,NA,4.13
1998,1.52,2.21,2.28,4.56
1998,5.2,1.68,3.54,6.41
1998,1.38,2.3,1.47,3
1998,2.03,2.07,1.9,2.27
1998,2.8,1.42,2.46,4.38
1998,1.15,1.33,1.55,6.23
1998,1.45,1.75,1.57,3.31
1998,6.91,7.22,3.45,11.67
1998,1.95,1.65,1.76,1.95
1998,9.75,10.95,7.9,12
1997,4.91,4.85,2.92,5.99
1997,12.02,10.2,10.97,11.63
1997,3.33,1.36,0.72,3.48
1997,NA,9,NA,NA
1997,NA,8.72,NA,NA
1997,10.41,7.71,7.48,11.62
1997,3.43,3.5,1.08,4.36
1997,8.53,4.65,1.22,9.22
1997,4.44,2.43,1.24,4.62
1997,3.06,2.96,2.07,2.94
1997,5.4,3.14,2.3,4.78
1997,NA,4.98,0.89,8.1
1997,NA,6.47,NA,NA
1997,5.38,4.32,1.34,6.05
1997,6.1,4.3,1.3,NA
1997,5.51,4.61,5.4,6.41
1997,13.05,9.2,10.15,12.78
1997,NA,7,NA,NA
1997,9.8,5.88,7.52,7.74
1997,14.14,11.21,11.08,17.43
1997,12.05,6.35,9.07,11.28
1997,NA,3.5,NA,12.52
1997,NA,8.7,NA,NA
1997,6.83,6.75,4.38,6.1
1997,5.55,6.47,2.68,6.39
1997,NA,NA,6.61,NA
1997,7.21,5.86,NA,7.57
1997,8.02,3.92,5.2,6.61
1997,NA,2.12,NA,NA
1996,NA,6.47,3.76,NA
1996,4.3,9.4,2.11,11.82
1996,5.39,5.62,4.22,6.92
1996,3.6,10.01,2.32,NA
1996,NA,NA,8.67,NA
1996,8.6,8.55,2.31,8.75
1996,3.26,4.6,1.57,5.97
1996,9.31,8.08,4.29,10.64
1996,1.8,2.73,1.99,3.25
1996,8.68,13.66,9.73,11.82
1996,2.8,3.12,2.69,3.42
1996,7.8,9.54,4.62,12.8
1996,9.98,9.59,5.08,11.23
1996,NA,9.67,NA,NA
1996,3.86,3.55,1.97,4.2
1996,NA,NA,5.64,NA
1996,NA,11,NA,NA
1996,NA,NA,6.73,NA
1996,NA,NA,3.83,NA
1996,7.83,6.61,5.58,7.63
1996,NA,NA,6.75,NA
1996,17.82,12.05,9.4,12.89
1996,9.32,7.4,3.3,9.92
1996,8.5,7.08,2.83,8.8
1996,NA,NA,1.69,NA
1996,2.45,4.03,2.11,6.28
1996,NA,NA,8.97,NA
2018,NA,73.7,42.8,NA
2018,NA,NA,1.92,10.73
2018,NA,29.75,64.3,NA
2018,NA,15.1,39.1,NA
2018,NA,3.79,5.24,NA
2018,NA,1.77,2.22,NA
2018,NA,18.41,30,NA
2018,NA,1.71,6.46,NA
2018,NA,17.06,24.18,NA
2018,NA,31.52,41.29,NA
2018,NA,89.3,89.3,NA
2018,NA,2.6,7.05,NA
2018,NA,23.18,32.61,NA
2018,NA,1.3,3.18,NA
2018,NA,1.95,11.05,NA
2018,NA,2.55,3.13,NA
2018,NA,5.64,5.91,NA
2018,NA,NA,0.25,NA
2018,NA,2.15,2.8,NA
2018,NA,0.78,1.04,NA
2018,NA,2.01,2.87,NA
2018,NA,1.7,2.47,NA
2018,NA,2.08,5.25,NA
2018,NA,1.55,2.6,NA
2018,NA,2,1.8,NA
2018,NA,2.1,6.1,NA
2018,NA,0.9,1.03,NA
2018,NA,6.7,4.66,NA
2018,NA,1.25,3.01,NA
2018,NA,1.78,3.13,NA
2018,NA,NA,1.95,2.58
2018,NA,1.7,4.47,NA
2017,30.47,30.5,30.42,NA
2017,59.45,28.61,NA,NA
2017,68.3,NA,16.77,NA
2017,4.61,4.82,NA,NA
2017,7.87,7.87,0.17,7.87
2017,27.71,27.6,16.9,NA
2017,27.41,26.64,16.95,NA
2017,43.79,44.9,28.77,NA
2017,89.3,89.3,89.3,NA
2017,37.49,35.47,20.96,NA
2017,41.07,40.95,5.42,NA
2017,NA,55.22,NA,NA
2017,4.5,3.98,0.08,5.03
2017,5.96,5.33,1.01,6.64
2017,5.83,5.79,2.05,7.05
2017,2.91,3.41,0.54,4.24
2017,4.43,2.3,0.51,5.06
2017,1.88,NA,0.85,1.36
2017,1.4,1.66,0.1,2.28
2017,1.88,2,1.43,1.88
2017,4.2,4.36,6.56,5.28
2017,5.05,4.74,0.75,9.25
2017,2.5,2.39,1,3.18
2017,NA,0.08,0.03,0.47
2017,6.45,7.15,1.15,8.14
2017,6.1,6.02,1.65,7.4
2017,5.8,8.3,1.28,8.55
2017,6.45,2.92,1.34,6.44
2017,5.85,4.01,0.85,6.59
2017,3.47,3.68,0.96,9.25
2017,2.11,2.05,1.05,2.68
2017,9.35,7.69,1.75,9.13
2017,6.17,4.86,2.05,5.87
2017,0.75,2.12,0.9,3.47
2017,2.18,4.18,1.4,5.79
2017,NA,43.02,14.22,NA
2016,4.47,NA,4.62,4.76
2016,2.34,1.67,2.09,2.78
2016,2.74,NA,4.46,5.27
2016,29.24,23.05,32.89,NA
2016,43.41,NA,42.94,NA
2016,1.14,NA,1.67,2.43
2016,25.45,NA,26.46,NA
2016,42.59,NA,43.96,NA
2016,40.43,NA,46.01,NA
2016,28.12,NA,38.83,NA
2016,7.31,NA,NA,6.79
2016,NA,NA,NA,4.06
2016,30.39,NA,30.19,NA
2016,2.86,NA,3.66,3.9
2016,1.24,NA,1.15,1.72
2016,2.85,NA,6.35,4.92
2016,23.14,NA,24.57,NA
2016,89.3,NA,NA,NA
2016,3.76,1.94,5.31,1.39
2016,5.06,3.51,5.35,5.12
2016,8.33,3.93,9.02,8.63
2016,0.03,0.15,0.27,0.66
2016,25.39,13.96,29.07,NA
2016,2.46,1.99,2.79,2
2016,1.56,1.38,1.96,1.62
2016,5.36,3.76,6.81,5.2
2016,NA,NA,4.25,NA
2016,1.77,1.65,2.68,3.01
2016,1.71,1.51,3.13,3.55
2016,1.08,1.11,2.79,5.28
2016,1.96,1.97,4.06,4.62
2016,0.72,0.68,1.17,1.18
2016,1.92,1.76,2.18,1.91
2016,3.29,2.18,3.77,3.11
2016,13.6,8.8,NA,13.6
2016,1.43,2.31,5.22,1.33
2016,1.95,NA,3.49,5.23
2015,6.69,NA,6.09,5.66
2015,7.52,6.7,6.35,9.23
2015,4.77,5.25,2.39,4.58
2015,2.49,3.15,NA,3.35
2015,NA,NA,29.16,NA
2015,7.16,3.73,1.12,6.38
2015,28.66,NA,NA,28.56
2015,42.8,39.2,NA,42.8
2015,60.79,59.8,NA,60.79
2015,43.41,NA,NA,43.41
2015,7.31,7.31,7.31,7.31
2015,5.58,5.76,4.56,11
2015,NA,NA,NA,31.42
2015,29.63,30.1,NA,29.35
2015,4.81,3.4,3.71,3.8
2015,9.3,3.5,2.76,3.35
2015,5.47,7.87,NA,7.87
2015,34.67,30.8,NA,34.67
2015,NA,85.4,NA,NA
2015,9.46,9.15,7.15,8.6
2015,7.51,5.4,6.91,6.3
2015,4.16,7.5,8.51,4.63
2015,0.05,5.03,NA,NA
2015,28.78,NA,24.03,NA
2015,7.47,2.9,2.88,8.95
2015,3.28,2.65,2.21,3.33
2015,8.77,7.7,8.48,8.83
2015,NA,7,NA,8.69
2015,10.9,2.62,1.86,NA
2015,7.04,5.8,2.56,6.67
2015,7.17,5.7,5.43,NA
2015,4.96,5.75,2.08,3.31
2015,1.97,0.7,0.72,2.32
2015,3.13,2.13,1.93,2.36
2015,5.03,4.5,3.69,4.9
2015,13.6,13.6,13.6,13.6
2015,7.29,2.25,1.85,3.47
2015,4.96,2.56,1,5.1
2014,5.79,3.96,4.83,9.36
2014,8.86,4.9,6.52,7.5
2014,5.14,2.64,1.94,6.55
2014,NA,2.89,NA,3.83
2014,2.71,1.63,3.5,4.14
2014,28.99,29.05,28.2,29.3
2014,42.27,32.54,35.4,43.2
2014,NA,9.25,NA,NA
2014,59.4,50.35,60.09,58.5
2014,NA,NA,NA,9.3
2014,29.64,18.32,30.88,11.67
2014,7.31,6.38,7.31,7.31
2014,6.32,5.51,5.03,11
2014,29.64,NA,NA,NA
2014,NA,29.33,29.92,30.6
2014,4.9,2.61,3.1,4.8
2014,2.1,1.98,0.88,1.1
2014,NA,7.87,7.87,7.87
2014,34.4,27.56,33.14,32.4
2014,81.85,65.83,NA,NA
2014,NA,NA,NA,-0.24
2014,8.63,NA,NA,NA
2014,9.35,NA,8.39,10.55
2014,NA,NA,NA,8.4
2014,10.8,11.82,9.7,11.7
2014,0.53,NA,0.43,1.19
2014,2.75,NA,1.8,4.25
2014,3.19,2.56,2.41,3.65
2014,6.78,5.48,7.11,6.55
2014,9.32,NA,9.7,9
2014,2.15,NA,2.17,3.3
2014,4.14,3.13,4.99,4.75
2014,1.75,NA,5.54,6.15
2014,4.54,NA,1.94,9.15
2014,0.79,1.02,1.04,1.8
2014,2.03,2.22,2.03,NA
2014,3.68,3.48,4.15,4.2
2014,13.6,9.15,12.53,13.6
2014,9.25,4.64,1.28,9.25
2014,5.46,2.45,1.17,5.26
2013,NA,NA,NA,13.03
2013,1.2,0.51,NA,0.71
2013,5.56,NA,3.21,7
2013,3.86,2.48,0.84,5.16
2013,4.25,2.85,1.74,5.26
2013,NA,0.65,NA,1.57
2013,3.88,2.74,2.06,3.59
2013,NA,NA,NA,19.89
2013,NA,NA,NA,10.71
2013,35.5,NA,89.3,35.1
2013,NA,8.95,NA,NA
2013,NA,NA,NA,73.7
2013,4.23,1.5,0.94,4.28
2013,29,27.86,28.96,28.64
2013,NA,3.17,NA,7.68
2013,NA,NA,NA,8.38
2013,NA,NA,NA,59.51
2013,41.8,32.81,31.3,42.3
2013,NA,17.16,NA,17.16
2013,9.25,6.31,9.25,9.25
2013,NA,NA,NA,14.15
2013,NA,NA,NA,12.64
2013,46,22.18,46.89,37.4
2013,NA,5.62,NA,0.63
2013,NA,NA,NA,8.6
2013,NA,NA,NA,59.52
2013,29.12,8.19,10.55,27.13
2013,NA,NA,NA,1.9
2013,6.06,7.07,7.08,6.97
2013,4.96,11,4.56,5.56
2013,NA,NA,NA,59.05
2013,32.7,NA,29.1,30.11
2013,NA,NA,NA,14.11
2013,2.7,3.2,1.46,5.05
2013,NA,NA,NA,4.43
2013,1.8,1.3,0.93,1.18
2013,7.87,7.87,6.52,7.87
2013,27.45,20.1,25.3,25.38
2013,63.7,53.03,64.45,65.95
2013,NA,NA,NA,12.98
2013,NA,1.35,NA,8.63
2013,NA,11.39,NA,NA
2013,NA,NA,NA,19.35
2013,6.6,7.18,11.15,5.4
2013,32.75,31.19,26.78,59.45
2013,1.85,1.88,1.49,2.34
2013,5.05,2.51,5.1,4.41
2013,5.9,2.47,1.99,4.4
2013,0.1,0.95,0.54,0.71
2013,NA,NA,1.79,NA
2013,NA,NA,NA,16.43
2013,NA,NA,NA,17.95
2013,NA,NA,NA,16.79
2013,4.5,2.97,2.49,4.2
2013,11.4,8.13,7.72,NA
2013,5.25,7,1.47,8.13
2013,5.7,3.23,3.47,5.3
2013,NA,10.48,NA,10.48
2013,NA,NA,NA,5.5
2013,NA,17.59,NA,17.59
2012,NA,12.97,NA,12.97
2012,NA,NA,NA,16.79
2012,NA,11.7,3.82,NA
2012,NA,2.51,0.8,3.07
2012,NA,2.71,1.77,1.96
2012,NA,NA,NA,0.54
2012,NA,0.2,2.49,4.13
2012,NA,19.89,19.89,19.89
2012,NA,10.71,NA,10.71
2012,NA,27.3,NA,NA
2012,NA,8.95,NA,8.95
2012,NA,2.8,0.58,5.84
2012,NA,27.18,27.99,27.28
2012,NA,NA,1.01,4.76
2012,NA,NA,5.96,NA
2012,NA,NA,59.51,NA
2012,NA,38.3,33.55,38.04
2012,NA,17.16,17.16,17.16
2012,NA,8.18,9.25,9.25
2012,NA,14.15,NA,14.15
2012,NA,12.64,NA,12.64
2012,NA,42.2,41.33,49.73
2012,NA,1.24,0.55,0.99
2012,NA,13.24,7.48,13.25
2012,NA,59.52,59.52,59.52
2012,NA,6.2,5.17,15.93
2012,NA,2.13,0.96,1.66
2012,NA,4.62,3.58,3.62
2012,NA,5.72,3.59,5.1
2012,NA,28.74,28.08,29.4
2012,NA,NA,NA,14.11
2012,NA,3.55,1.6,3.16
2012,NA,4.43,NA,NA
2012,NA,0.82,0.8,2.87
2012,NA,NA,4.04,7.87
2012,NA,12.2,21.1,25.37
2012,NA,70.3,48.63,47.71
2012,NA,NA,12.98,12.98
2012,NA,NA,NA,12.34
2012,NA,8.3,NA,NA
2012,NA,8.63,NA,NA
2012,NA,11.39,NA,11.39
2012,NA,NA,NA,19.35
2012,NA,NA,NA,14.4
2012,NA,NA,25.58,NA
2012,NA,16.43,NA,16.43
2012,NA,NA,NA,17.95
2012,NA,17.59,NA,NA
2011,NA,13.03,NA,NA
2011,NA,NA,NA,14.4
2011,NA,NA,NA,8.06
2011,5.14,1.62,1.08,4.96
2011,5.47,1.86,1.52,4.88
2011,NA,0.32,0.64,0.15
2011,1.8,1.35,1.93,3.11
2011,19.89,19.89,19.89,19.89
2011,10.71,10.71,NA,10.71
2011,NA,26.27,NA,NA
2011,28.23,27.2,27.39,29.27
2011,8.95,8.95,8.95,8.95
2011,NA,41.89,NA,NA
2011,1.51,1.26,1.09,2.96
2011,26.74,24.72,26.8,26.28
2011,3.79,1.66,2.22,3.01
2011,37.16,28.85,NA,34.44
2011,17.16,17.16,17.16,17.16
2011,7.71,3.56,7.48,6.81
2011,14.15,14.15,NA,14.15
2011,NA,12.64,NA,12.64
2011,29.66,13.35,37.99,22.93
2011,0.55,0.81,0.93,0.47
2011,4.84,6.12,7.86,7.5
2011,NA,59.52,NA,NA
2011,1.15,1.1,1.22,1.79
2011,5.97,4.03,3.94,3.41
2011,4.8,3.79,4.8,5.36
2011,29.36,25.62,30.35,28.91
2011,2.09,1.91,2.85,2.7
2011,NA,4.43,NA,NA
2011,1.14,0.71,1.68,3.48
2011,7.87,6.21,7.25,7.87
2011,22.66,18.89,20.92,21.66
2011,44.58,41.38,44.79,44.95
2011,12.98,NA,12.98,12.98
2011,NA,7.21,NA,7.21
2011,NA,8.63,NA,8.63
2011,NA,11.39,NA,11.39
2011,NA,NA,NA,19.35
2011,NA,17.59,NA,17.59
2010,NA,13.03,13.03,NA
2010,NA,NA,16.43,NA
2010,1.3,2.31,0.64,3.37
2010,2.02,5.7,2.06,3.99
2010,0.08,NA,0.3,0.36
2010,2.57,0.51,1.18,2.41
2010,15.54,19.89,15.12,NA
