YEAR_OBS,MONSOON,POMRB,POMKH,PREMON
2004,5.39,6.36,4.14,5.13
2004,NA,15.01,12.05,14.35
2004,10.04,10.56,4.5,11.18
2004,0.9,3.45,0.84,8.24
2004,1.54,3.93,1.26,4.32
2004,3.22,3.9,2.34,5.66
2004,2.02,3.42,2.12,4.01
2004,3.67,5.25,7.66,3.97
2004,7.27,6.6,5.77,9.66
2004,11.49,11.22,NA,10.28
2004,7.84,8.17,7.28,8.31
2004,NA,NA,12.52,NA
2004,NA,14.15,12.96,16.9
2004,5.97,4.53,3.87,7.26
2003,7.43,4.95,4.45,6.75
2003,2.93,2.7,2.23,4.55
2003,NA,10.1,NA,NA
2003,NA,4.22,NA,NA
2003,6.55,4.25,5.52,6.5
2003,NA,5.35,NA,NA
2003,4.61,3.96,3.72,NA
2003,4.58,5.03,4.43,6.2
2003,NA,11.4,NA,NA
2003,3.29,3.04,3.16,5.87
2003,6.89,15.78,5.66,7.24
2003,0.52,0.9,0.79,2.07
2003,NA,19.27,NA,NA
2003,NA,9.95,NA,NA
2003,6.79,4.84,3.9,6.98
2003,3.1,3.6,1.64,4.65
2003,10.88,7.86,8.66,10.25
2003,11.92,13.55,10.64,10.42
2003,10.18,6.1,5.26,10.6
2003,8.98,5.59,6.28,9.29
2003,NA,15.89,NA,NA
2003,7.15,6.6,5.37,10.47
2003,NA,2.8,NA,NA
2003,NA,14.73,NA,NA
2003,12.81,13.37,9.77,NA
2003,0.82,1.33,0.37,NA
2003,NA,6.43,7.71,NA
2003,5.63,3.32,2.72,6.53
2003,3.02,NA,1.21,5.3
2003,2.58,2.53,2.16,3.38
2003,5.64,5.89,4.07,5.89
2003,9.95,8.05,7.89,9.69
2003,11.54,11.8,9.93,11.68
2003,8.41,NA,7.22,8.86
2003,NA,13.3,NA,NA
2003,NA,12.95,NA,NA
2003,5.19,4.23,4.95,9.76
2003,7.63,6.55,5.39,NA
2003,NA,0.5,NA,NA
2002,8.62,4.47,5.5,5.03
2002,1.38,0.55,NA,NA
2002,6.27,NA,4.08,13.02
2002,5.87,3.62,3.42,5.31
2002,5.94,NA,4.09,NA
2002,4.1,4.03,3.45,5.18
2002,5.08,5.87,4.78,12.44
2002,10.71,NA,10.27,5.5
2002,2.04,1.72,2.14,NA
2002,NA,2.66,1.6,6.09
2002,5.5,NA,5.09,5.66
2002,0.77,1.11,0.95,1.35
2002,14.2,NA,18.45,16.91
2002,9.88,NA,9.59,10.22
2002,6.62,4.08,3.44,NA
2002,3.2,5.31,2.2,NA
2002,3.57,3.53,3.41,NA
2002,9.56,5.53,6.76,NA
2002,13.45,12.3,12.68,NA
2002,NA,6.01,5.72,8.47
2002,7.65,6.12,5.85,NA
2002,7.54,5.62,5.49,NA
2002,14.31,NA,16.2,12.89
2002,7.25,1,5.75,8.48
2002,3.27,NA,2.4,2.7
2002,16.75,NA,13.07,17.45
2002,13.62,13.3,13.02,12.91
2002,0.88,2.17,1.03,NA
2002,NA,5.49,5.73,6.49
2002,6.9,2.14,2.44,6.22
2002,1.25,1.3,0.75,NA
2002,3.36,3.11,2.35,3.63
2002,4.74,3.82,3.32,6.19
2002,8.25,4.03,7.4,NA
2002,12.4,9.55,9.27,NA
2002,9.81,9.75,9.58,NA
2002,NA,3.28,NA,NA
2002,13.6,NA,12.79,13.7
2002,15.8,NA,12.11,14.6
2002,6.34,0.45,3.86,6.26
2002,6.54,6.35,5.2,NA
2002,11.75,NA,9.38,NA
2001,5.6,2.65,4.25,4.64
2001,4.3,3.4,1.33,3.15
2001,4,3.9,3.37,NA
2001,5.27,3.2,2.29,4.79
2001,NA,3.87,3.67,NA
2001,3.91,3.7,1.85,3.93
2001,5.08,17.38,3.47,11.59
2001,10.8,10.67,8.99,NA
2001,0.94,5.64,0.85,1.44
2001,NA,2.95,1.33,4.51
2001,0.77,2.55,1.8,0.85
2001,NA,9,NA,NA
2001,9.61,9.3,8.65,NA
2001,4.34,7.04,2.42,3.72
2001,2.46,2.5,0.72,3.08
2001,3.07,3.25,1.57,3.44
2001,6.61,2.11,4.97,6.88
2001,NA,8.7,13,12.86
2001,4.12,NA,2.42,7
2001,1.71,9.58,NA,NA
2001,6.06,5.45,3.61,7.45
2001,4.04,4.89,2.53,5.81
2001,9.75,7.98,5.16,NA
2001,7,5.7,1.42,6.73
2001,2.45,1.8,0.45,NA
2001,NA,14.95,13.08,NA
2001,12.77,13.37,NA,11.73
2001,0.68,5.33,0.61,1.8
2001,5.8,5.38,4.24,5.96
2001,5.79,3.69,3.28,9.94
2001,3.12,6.02,1.47,2.57
2001,1.25,5.55,0.55,1.2
2001,2.17,2.83,1.33,2.73
2001,4.07,3.14,2.36,4.13
2001,5.11,2.55,1.93,3.52
2001,10.1,9.3,9.15,9.45
2001,9.41,7.91,8.18,10.57
2001,1.37,9.57,0.65,7.11
2001,13,11.1,11.47,NA
2001,12.6,11.87,11.61,NA
2001,NA,8.54,NA,3.77
2001,6.3,5.3,4.68,9.21
2001,9.51,8.8,NA,NA
2000,4.63,3.14,2.18,5.52
2000,4.23,3.68,1.45,5.4
2000,4.37,4.04,NA,6.57
2000,2.57,3.94,1.75,5.35
2000,6.01,4.55,NA,5.71
2000,3.35,3.82,2.73,4.08
2000,14.04,7.48,8.5,12.56
2000,11.62,10.32,NA,10.7
2000,0.29,1.34,0.79,3.95
2000,1.69,1.76,1.46,3.04
2000,1,1.2,0.75,0.71
2000,16.36,NA,NA,NA
2000,8.89,NA,NA,NA
2000,4.16,3.59,2.49,4.72
2000,NA,NA,6.34,NA
2000,2.45,3.75,1.95,3.25
2000,2.99,3.29,1.91,3.51
2000,7.36,4.21,2.56,8.41
2000,12.05,NA,11.3,13.31
2000,5.86,NA,NA,6.37
2000,NA,10.23,9.09,NA
2000,6.14,5.45,3.07,10.33
2000,4.56,5.24,5.07,7.55
2000,9.96,9.24,NA,10.9
2000,6.01,5.03,4.27,7.87
2000,3.58,3.84,NA,4.61
2000,14.1,16.08,NA,16.88
2000,11.32,13.02,10.36,12.09
2000,0.87,2.96,0.65,8.01
2000,5.35,5.54,4.84,7.57
2000,5.04,4.45,3.1,6.17
2000,3.53,1.59,1.42,2.47
2000,NA,1.25,NA,1.67
2000,2.88,2.89,2.19,3.26
2000,3.98,3.44,2.35,4.88
2000,NA,NA,22.86,24.43
2000,4.33,3.05,2.11,6.28
2000,10.69,9.68,8.75,10.55
2000,9.99,9.57,7.27,10.72
2000,3.39,3.93,NA,7.97
2000,12.43,NA,NA,NA
2000,NA,12.62,NA,14.98
2000,2.72,2.14,0.39,4.39
2000,5.94,6,4.06,9.61
2000,9.33,8.97,NA,10.86
1999,3.7,4.59,2.47,3.56
1999,1.03,7.65,0.9,3.99
1999,1.86,0.48,0.93,4.39
1999,5.85,4.32,2.65,4.6
1999,2.38,2.72,2.35,3.23
1999,3.59,4.4,2.6,4.39
1999,8.54,6,2.5,3.86
1999,12.4,13.92,12.72,13.35
1999,NA,NA,3.77,6.1
1999,13.15,6,4.2,7.4
1999,3.05,5.7,4.17,4.1
1999,9.45,NA,8.87,NA
1999,6.15,7.65,2.35,5.93
1999,4.2,NA,NA,NA
1999,1.64,1.65,1.8,3.15
1999,0.62,1.4,1.17,1.09
1999,16.88,NA,15.75,NA
1999,4.97,5.16,2.79,3.87
1999,3.66,4.9,2.2,3.18
1999,3.35,3.88,2.04,3.95
1999,10.1,NA,8.87,NA
1999,4.38,5.15,3.29,5.1
1999,7.38,NA,4.38,NA
1999,NA,2.91,NA,NA
1999,6.65,7.1,3.35,7.6
1999,11.65,11.8,8.8,17.4
1999,10.07,12.98,6.78,11.05
1999,6.07,5.5,NA,6.67
1999,13.62,NA,3.3,NA
1999,15.67,NA,12.45,NA
1999,4.47,3.16,NA,5.24
1999,6.48,NA,4.2,7.35
1999,5.7,4.35,1.48,5.16
1999,18.48,NA,14.52,NA
1999,14.55,14.5,12.54,14.15
1999,0.78,4.43,7.28,1.53
1999,5.33,6.12,4.69,6.68
1999,4.57,5.82,3.87,5.49
1999,0.63,1.62,1.22,1.69
1999,5.4,6.52,5.54,8.88
1998,3.06,3.56,2.72,4.05
1998,5.43,6.08,4.21,9.66
1998,1.76,NA,1.37,0.47
1998,4.29,3.5,2.58,4.8
1998,NA,1.18,2.05,NA
1998,3.21,3.27,2.72,4.57
1998,5.12,7.09,2.94,4.58
1998,13.01,13.3,NA,13.37
1998,NA,NA,1.92,NA
1998,4.81,5.28,4.37,9.6
1998,4.45,4.93,4.2,5.95
1998,6.55,4.65,5.02,7.67
1998,1.65,2.2,1.65,5.73
1998,0.52,0.95,NA,0.36
1998,14.34,11.43,NA,14.41
1998,2.79,3.55,2.82,5
1998,0.24,NA,NA,NA
1998,3.7,4.04,2.86,4.2
1998,3.04,2.9,2.53,NA
1998,3.83,2.68,3.57,3.98
1998,NA,NA,24.46,NA
1998,9.64,1.68,9,NA
1998,5.45,4.25,5.42,5.69
1998,11.22,14.7,15.76,11.19
1998,9.83,9.75,9.71,10.92
1998,7.33,4.01,1.17,7.33
1998,7.24,1.24,2.02,5.02
1998,6.3,5.65,5.3,NA
1998,3.93,4.42,1.81,6.5
1998,13.81,11.62,13.25,2.96
1998,0.74,2.98,0.76,1.01
1998,4.76,4.89,4.96,5.57
1998,5.87,4.33,4.83,6.71
1998,1.13,0.37,1.21,2.59
1998,0.84,0.85,0.65,1.3
1997,4.43,4.58,2.69,5.05
1997,2.85,3.39,1.63,4
1997,1,1.6,0.34,2.63
1997,6.15,4.54,3.5,5.8
1997,4.95,4.29,2.54,5.17
1997,9.98,7.87,6.65,9.43
1997,14.36,14.02,12.46,14.88
1997,2.5,5.78,NA,7.35
1997,6.53,1.39,4.3,7.78
1997,5.06,6.08,4.72,7
1997,6,1.8,2.25,8.7
1997,1.7,2.09,1.6,5.85
1997,1.65,1.61,0.97,1.45
1997,12.8,9.9,12.26,15
1997,5.23,4.27,3.09,6.2
1997,13,NA,NA,NA
1997,5.1,5.83,2.8,4.92
1997,3.2,4.02,1.83,4.5
1997,3.34,3.07,2.92,4.04
1997,NA,23,NA,NA
1997,2.5,2.97,6.55,3.13
1997,4.77,6.78,3.4,8.15
1997,7.14,11.55,13.72,12.38
1997,9.35,11.58,9,14.38
1997,2.24,2.1,1.04,7
1997,1.34,3,0.97,7.08
1997,7.67,7.94,5.95,11.58
1997,7.75,5.07,2.19,6
1997,14.33,12.68,13.4,13
1997,1.64,3.45,0.77,2.72
1997,5.2,5.32,4.43,6
1997,5.07,6.04,4.25,8.16
1997,1.9,1.92,1.12,3
1997,0.83,1.6,NA,2
1997,20.18,14.02,5.71,25.38
1996,4.76,4.59,4.25,5.03
1996,2.56,4.22,2.98,4.63
1996,2.28,4.2,1.38,7.09
1996,5.77,5.34,3.94,7.46
1996,5.1,4.44,4,5.15
1996,8.8,15.64,7.8,NA
1996,14.1,14.44,13.62,14.75
1996,3.83,7.5,3.91,7.4
1996,1.17,6.23,5.52,1.85
1996,6.66,6.46,5.1,8.03
1996,1.67,1.9,5.1,3.6
1996,1,2.5,1.6,5.7
1996,1.52,1.9,1.6,1.61
1996,9.45,9.45,13.9,9.73
1996,5.7,6.64,1.58,7.77
1996,4.05,5.96,4.11,5.01
1996,3.78,4.07,2.92,3.95
1996,2.97,3.46,2.47,3.72
1996,26.2,23.75,NA,26
1996,12.15,4.22,NA,NA
1996,9.1,6.58,7.22,9.05
1996,13.55,10.83,10.6,13.6
1996,11.05,11.56,11.33,11.9
1996,5.35,8.53,2.35,7.15
1996,5.08,4.2,2.04,6.05
1996,8.1,8.1,7.2,NA
1996,6.32,5.02,4.3,5.52
1996,15.37,13.12,11.45,15.32
1996,1.59,4.57,1.66,8.93
1996,6.2,5.28,5.05,7.25
1996,6.87,6.96,5.46,8.12
1996,2.59,2.9,2.6,3.15
1996,1.65,6.35,1.4,2.8
1996,14.35,9.9,NA,22.55
2018,NA,3.78,13.12,NA
2018,NA,2.55,3.9,NA
2018,NA,5.37,5.37,NA
2018,NA,1.9,3.6,NA
2018,NA,2.55,2.1,NA
2018,NA,5.9,3.95,NA
2018,NA,6.94,8.24,NA
2018,NA,2.61,3.6,NA
2018,NA,8.9,10.68,NA
2018,NA,2.83,4.55,NA
2018,NA,6.65,5.75,NA
2018,NA,5.12,6,NA
2018,NA,4.46,6.96,NA
2018,7.12,2.36,NA,NA
2018,9.9,10.15,NA,NA
2018,NA,3.04,4.02,NA
2018,NA,2.5,6.47,NA
2018,NA,4.03,4.18,NA
2018,NA,4.65,4.66,NA
2018,NA,1.49,1.95,NA
2018,NA,2.4,9.34,NA
2018,NA,6.77,6.25,NA
2018,NA,4.5,8.4,NA
2018,NA,7.25,8.7,NA
2018,NA,5,4.7,NA
2018,NA,5.27,11.9,NA
2018,NA,8.03,8.7,NA
2018,NA,4.76,5.16,NA
2018,NA,11.8,16.5,NA
2018,NA,1.19,3.49,NA
2018,NA,3.67,3.47,NA
2018,NA,2.71,2.92,NA
2018,NA,2.97,10.2,NA
2018,NA,16.19,26,NA
2018,NA,10.52,14.1,NA
2018,NA,10.15,6.25,NA
2018,NA,5.13,9.23,NA
2018,NA,0.98,3.28,NA
2018,NA,14.59,16.62,NA
2018,NA,16.8,16.8,NA
2018,NA,4.18,5.31,NA
2018,NA,4.17,6.15,NA
2018,NA,3.02,3.35,NA
2018,NA,6.83,11.48,NA
2018,NA,2.96,2.66,NA
2018,NA,2.75,2.92,NA
2018,NA,3.08,5.74,NA
2018,NA,3.03,4.93,NA
2018,NA,11.25,13.4,NA
2018,NA,4.87,7.5,NA
2018,NA,14.19,10.19,NA
2018,NA,12.73,13.8,NA
2018,NA,12.1,12.1,NA
2018,NA,4.36,4.7,NA
2018,NA,5.39,7.09,NA
2018,NA,4.97,4.9,NA
2018,NA,6.52,8.12,NA
2018,NA,NA,39.3,NA
2018,NA,NA,3.26,NA
2018,2.44,NA,NA,2.64
2018,NA,4.41,4.6,NA
2018,NA,3.98,5.58,NA
2018,NA,4.8,8.4,NA
2018,NA,2.91,12.53,NA
2018,NA,5.88,2.93,NA
2018,NA,3.22,7.19,NA
2018,NA,13.3,16.8,NA
2018,NA,11.2,2.7,NA
2018,NA,3.78,3.4,NA
2018,NA,3.76,3.2,NA
2018,12.95,NA,NA,12.95
2018,NA,2.9,5.15,NA
2018,NA,2.47,9.17,NA
2018,NA,9.3,8.9,NA
2018,NA,4.58,11.9,NA
2018,NA,3.6,3.45,NA
2018,NA,2.2,3.6,NA
2018,NA,3.9,5.85,NA
2018,NA,4.48,5.3,NA
2017,1.68,5.8,1.46,4.33
2017,2.44,3.05,1.95,2.54
2017,6.01,5.57,5.35,6.21
2017,10.53,10.05,10.01,11.15
2017,7.52,8.64,8.69,8.57
2017,4.71,5.3,2.3,7.22
2017,14.8,13.38,7.53,15.13
2017,5.13,4.43,2.55,5.95
2017,5.12,5.72,4.85,7.95
2017,6.85,5.13,4.5,6.47
2017,6.59,3.71,4.04,5.56
2017,NA,12.95,12.95,12.95
2017,5.52,3.08,3.95,5.55
2017,8.22,6.34,2.42,8.22
2017,3.4,2.88,2.08,0.79
2017,7.1,5.58,2.63,7.34
2017,4.94,5.32,4.06,4.9
2017,4.55,5.25,0.8,4.13
2017,2.76,1.95,2.25,2.2
2017,8.05,8.05,6.21,8.05
2017,7.84,6.6,3.74,8.1
2017,8.46,7.06,6.2,7.8
2017,6.48,5.5,4.28,7
2017,4.91,4.93,4.46,5.21
2017,16.5,16.5,10.75,16.5
2017,5.77,5.39,0.36,6.49
2017,7.96,11.29,2.17,3.9
2017,7.62,10.2,2.8,10.2
2017,26,26,18.2,26
2017,5.22,10.15,10.15,10.15
2017,9.58,8.06,3.16,9.93
2017,5.58,2.29,0.79,6.68
2017,24.21,15.26,14.87,20.2
2017,12.85,NA,7.53,NA
2017,18.92,NA,8.35,NA
2017,15.81,15.81,16.3,15.81
2017,4.46,8.51,3.61,9.86
2017,7.05,5.86,3.05,5.6
2017,3.91,3.4,3.09,4.05
2017,12.58,8.18,9.58,12.68
2017,2.75,3.07,2.49,5.27
2017,4.15,5.56,3.41,5.51
2017,4.09,3.65,3.1,4.41
2017,14,14,11.95,14
2017,7.1,9.5,4.8,7.1
2017,14.19,14.19,14.19,14.19
2017,12.73,12.73,12.73,12.73
2017,12.1,12.1,12.1,12.1
2017,3,4.48,3.6,19
2017,7.4,6.09,4.84,7.24
2017,6.03,5.35,4.8,9.2
2017,8.28,5.89,6.27,7.52
2017,3.52,3.95,NA,NA
2017,8.35,5.55,3.2,7.64
2017,5.44,11.57,3.4,13.4
2017,9.37,7.96,4.73,9.43
2017,3.11,6.08,8.78,8.38
2017,1.57,2.85,1.89,8.04
2017,16.3,16.46,11.6,16.95
2017,13.31,15.7,9.8,16.2
2017,7.45,4.05,3.2,7.7
2017,3.94,NA,3.8,NA
2017,NA,7.5,NA,8.38
2017,NA,3.98,1.84,4.42
2017,NA,2.93,2.96,5.99
2017,13.7,17.89,3.07,NA
2017,6.68,1.19,2.85,5.4
2017,11.95,10.7,8.3,13
2017,9.04,13.24,3.54,13.55
2017,4.12,2.9,3.25,6.7
2017,2.89,7.92,1.14,6.4
2017,5.02,6.35,2.2,7.25
2017,8.4,10.88,3.82,7.75
2017,4.6,4.7,4.33,4.77
2017,4.16,1.27,2.82,6.11
2017,2.89,2.53,2.15,4.45
2017,5.37,5.37,5.37,5.37
2016,10.09,9.8,10.39,8.47
2016,4.67,7.22,4.25,7.22
2016,3.15,2.71,3.5,5.35
2016,1.05,0.85,0.8,9.17
2016,2.3,11.3,4,11.8
2016,9.95,8.85,10.55,4.27
2016,10.47,11.95,12.35,12.83
2016,4.68,4.7,4.55,4.8
2016,5.89,4.35,3.1,6.02
2016,12.95,7.31,NA,NA
2016,2.02,7.92,1.9,4.83
2016,4.95,3.29,4.6,5.65
2016,4.32,2.58,3.33,6.68
2016,3.33,3.18,2.43,5.58
2016,5.37,5.37,NA,5.37
2016,1.84,3,1.25,5.25
2016,NA,NA,NA,4.62
2016,13.45,NA,14.74,NA
2016,4.89,NA,7.31,8.01
2016,3.86,NA,2.96,2.67
2016,12.73,NA,NA,12.73
2016,1.69,NA,1.69,8.07
2016,4.61,NA,3.8,6.7
2016,1.75,NA,2.57,5.67
2016,7.77,NA,5.33,9.53
2016,18.5,NA,25.1,18.5
2016,18.5,NA,18.5,NA
2016,5.42,NA,4.92,6.87
2016,14.19,NA,NA,14.19
2016,4.4,NA,4.97,4.09
2016,2.7,NA,3.25,9.34
2016,7.63,NA,6.08,12.48
2016,14,NA,NA,14
2016,5.39,NA,1.76,5.99
2016,6.49,NA,5.79,7.79
2016,6.55,NA,NA,8.05
2016,6.1,NA,6.75,7.75
2016,3.24,NA,3.49,5.74
2016,4.2,NA,5.15,5.53
2016,17.68,NA,17.21,NA
2016,3.3,NA,NA,NA
2016,3.32,NA,4.69,6.14
2016,10.2,NA,NA,10.2
2016,5.48,NA,7.48,10.58
2016,7,NA,7.1,9.5
2016,5.89,NA,6.65,NA
2016,NA,NA,NA,1.64
2016,4.63,NA,4.68,4.73
2016,4.6,NA,3.12,4.6
2016,4.37,NA,1.72,9.42
2016,5.05,NA,5.35,5.65
2016,4.81,NA,4.66,5.01
2016,6.79,NA,NA,11.22
2016,16.5,NA,NA,16
2016,5.74,NA,1.48,6.68
2016,15.81,NA,15.2,15.81
2016,10.15,NA,NA,NA
2016,12.1,NA,NA,NA
2016,16.3,NA,13.8,16.5
2016,4.34,NA,3.4,8.35
2016,5.5,NA,4.5,9.2
2016,5.64,NA,5.38,8.88
2016,5.3,NA,4.55,5.9
2016,4.66,NA,4.61,5.21
2016,3.75,NA,2.75,4.35
2016,3.35,NA,2.93,4.93
2016,6.9,NA,6.68,12.63
2016,15.8,NA,3.7,4.65
2016,6.67,NA,2.5,NA
2016,15.3,NA,14.7,16.54
2016,7.8,NA,6.97,14.18
2016,NA,NA,NA,5.7
2016,15.1,NA,10.2,NA
2016,10.43,13.88,8.48,14.48
2016,4.12,4.86,3.85,6.2
2016,3.55,7.32,5.45,9.8
2016,5.8,5.43,5.1,6.35
2016,4.94,5.31,2.46,6.81
2016,NA,2.97,2.7,NA
2016,4.75,7.8,5.05,6.05
2016,8.17,8.75,8.95,9.68
2015,10.6,9.49,10.49,7.9
2015,7.22,4.29,2.95,7.22
2015,4.59,3.91,3.75,5.55
2015,7.45,3.72,0.6,6.2
2015,4.35,7.59,1.95,5.43
2015,NA,10.21,NA,NA
2015,9.7,NA,5.55,7.05
2015,12.75,10.73,9.3,12.18
2015,NA,7.75,NA,NA
2015,4.75,4.58,4.55,11.87
2015,6.3,5.41,3.75,6.25
2015,12.85,11.95,5.45,11.95
2015,5.05,2.63,1.95,4.63
2015,6.75,2.7,1.85,6.19
2015,5.28,0.43,5.28,4.43
2015,3.88,2.46,3.03,4.83
2015,5.37,3.95,5.37,5.37
2015,1.4,1.32,1.4,2.8
2015,12.83,9.86,NA,12.92
2015,7.76,4.96,4.71,6.41
2015,11.91,11.91,11.91,11.91
2015,3.26,2.61,2.66,5.95
2015,12.73,12.73,12.73,12.73
2015,3.64,1.79,1.69,7.62
2015,6.55,4.95,3.55,6.45
2015,5.02,4.62,4.92,5.42
2015,13.28,6.48,4.93,8.9
2015,18.5,18.5,16,18.5
2015,21,20.45,NA,20.45
2015,7.17,5.28,7.52,7.67
2015,14.19,14.19,14.19,14.19
2015,6.36,1.96,1.92,4.57
2015,2.85,1.83,2.85,3.07
2015,11.88,5.57,5.68,9.38
2015,14,13.75,14,14
2015,4.11,2.08,1.76,5.99
2015,6.99,5.74,6.39,6.81
2015,6.65,4.8,5.35,6.13
2015,7.35,6.2,6.7,8.1
2015,7.49,5.49,5.34,4.69
2015,4.6,3.33,4.05,4.19
2015,17.8,10.26,NA,14.59
2015,9.38,9.38,7.05,9.38
2015,4.59,1.94,2.84,3.42
2015,10.2,8.87,6.9,6.97
2015,4.68,2.18,6.33,10.83
2015,7.1,4.61,7,7.63
2015,7.45,5.25,5.85,7.22
2015,6.18,5.03,4.38,5.98
2015,3.13,2.48,2.72,2.99
2015,4.27,1.52,2.52,5.52
2015,4.15,2.86,3.65,4
2015,5.06,4.89,4.61,5.16
2015,11.22,6.6,2.87,11.22
2015,15.04,11.27,7.2,15.04
2015,6.43,1.8,1.68,4.44
2015,15.81,12.2,8.2,15.81
2015,6.75,4.6,10.15,10.15
2015,12.1,12.1,12.1,12.1
2015,16.5,14.3,16.5,16.5
2015,5.25,3.06,3.45,6.03
2015,5.95,4.48,5.25,9.08
2015,6.53,7.48,5.93,8.24
2015,6.55,5.2,4.25,6.82
2015,NA,5.43,NA,NA
2015,5.16,4.71,4.86,5.11
2015,3.7,2.73,3.05,3.86
2015,4.03,3.57,3.88,4.1
2015,9.38,7.27,8.43,9.53
2015,4.32,4.7,4.7,14.82
2015,3.23,3.41,3.13,3.13
2015,16.6,14.24,16,16.64
2015,8.4,9.41,8.16,9.95
2015,6.05,NA,11.9,6.05
2015,9.28,9.58,9.18,9.78
2015,4.95,2.63,3.65,4.34
2015,7.95,6.25,6.5,5.66
2015,5.85,4.15,5,4.89
2015,6.51,4.96,4.61,7.15
2015,3.14,1.1,2.85,1.37
2015,5.45,4.24,4.5,3.12
2015,9.25,7.07,8,8.97
2014,5.45,NA,3.5,4.89
2014,9.8,7.65,4.05,8.4
2014,10.84,8.34,10.97,10.32
2014,4.98,3.85,3.59,5.1
2014,5.25,3.9,3.02,5.36
2014,4.9,0.95,2.38,4.63
2014,7.7,1.05,2.8,10.43
2014,NA,NA,2.3,NA
2014,13.1,NA,8.83,12.52
2014,NA,NA,NA,7.99
2014,4.9,4.65,4.55,4.75
2014,6.25,5.8,4.79,6.27
2014,NA,5.15,11.95,7.25
2014,5.03,NA,1.83,4.31
2014,4.15,2.95,2.4,4.66
2014,5.08,NA,3.91,2.1
2014,5.43,NA,3.08,4.72
2014,5.37,3.52,3.62,5.17
2014,2.45,NA,1.05,2.47
2014,NA,NA,NA,40
2014,12.34,11,9.07,33.3
2014,4.15,4.51,3.98,5.39
2014,11.91,8.9,11.91,11.91
2014,3.66,3.21,2.76,4.2
2014,12.73,12.73,10.1,12.73
2014,3.94,1.59,2.88,5.42
2014,6.72,3.35,3.35,5.8
2014,2.53,4.27,2.27,5.39
2014,13.28,5.43,4.06,9.61
2014,18.5,18.5,17.1,18.5
2014,20.67,19.66,16.4,20.66
2014,8.44,5.37,6.55,7.43
2014,8.49,14.19,14.19,14.19
2014,2.02,2.07,1.65,2.37
2014,3.75,1.2,1.45,2.67
2014,5.13,4.38,3.61,8.13
2014,NA,14,11.53,14
2014,5.99,1.21,2.18,5.99
2014,6.29,5.74,5.42,6.66
2014,5.85,5.85,4.65,6.42
2014,6.1,7.1,4.42,3.88
2014,6.24,4.69,3.08,3.94
2014,4,4.01,3.06,4.42
2014,16.89,13.05,NA,16.4
2014,9.38,9.38,9.38,9.38
2014,3.64,2.44,1.06,3.56
2014,10.2,10.2,6.47,10.2
2014,NA,NA,5.21,4.63
2014,6.83,5.65,4.65,7.57
2014,7.33,6,3.52,7.21
2014,NA,NA,NA,1.66
2014,7.58,7.58,4.36,9.58
2014,3.92,2.81,2.89,3.19
2014,6.52,1.27,2.2,5.24
2014,6.2,4.3,2.79,5.33
2014,5.26,4.91,4.86,5.28
2014,7.3,7.7,6.2,12
2014,15.04,7.8,9.44,13.65
2014,NA,1.13,1.5,2.75
2014,15.81,15.81,10.2,15.81
2014,7.25,5.45,4.95,10.15
2014,12.1,10.9,11.03,12.1
2014,16.5,14.7,15.5,14.8
2014,5.45,3.4,3.1,5.57
2014,8.15,4.2,4.82,7.36
2014,6.18,7.53,4.63,8.04
2014,NA,NA,NA,10.31
2014,8,7.45,4.03,7.92
2014,NA,7.8,NA,9.61
2014,5.41,4.71,4.76,4.7
2014,4.15,2.65,2.74,3.69
2014,4.03,3.08,3.27,3.61
2014,9.63,8.03,11.63,9.28
2014,4.06,4.5,3.99,4.85
2014,3.02,3.3,2.64,3.02
2014,16.62,14.5,12.68,16.51
2014,7.2,10.15,6.02,9.9
2014,NA,13.9,NA,NA
2014,13.48,11.78,9.93,13.18
2014,3.61,2.7,2.35,3.92
2014,5.12,6.7,4.9,7.75
2014,6.5,4.4,NA,5.18
2014,5.56,3.71,5.02,5.15
2014,NA,2.85,1,1.67
2013,22.18,23.57,NA,29.26
2013,13.78,10.06,13.48,NA
2013,4.79,4,2.8,NA
2013,5.75,6.55,NA,NA
2013,3.33,4.34,4.67,5.7
2013,4.56,5.02,3.31,NA
2013,4.48,4.75,4.52,NA
2013,8.27,9.67,5.27,NA
2013,10.39,7.85,9.27,8.76
2013,5.54,5,3.55,7.22
2013,NA,4,NA,NA
2013,3.76,7.24,NA,9.55
2013,10.96,12.42,4.24,12.36
2013,4.85,5.16,4.62,NA
2013,5.8,6.41,4.4,6.9
2013,4.87,9.77,9.55,9.08
2013,3.4,5.42,1.58,7.25
2013,4.94,4.15,2.7,NA
2013,NA,NA,NA,40
2013,NA,NA,NA,46.05
2013,NA,NA,NA,40
2013,NA,NA,NA,39.3
2013,11.06,13.56,NA,16.86
2013,4.17,4.14,2.39,5.13
2013,11.91,11.91,8.07,11.91
2013,NA,NA,NA,89.3
2013,3.19,3.23,3.01,8.67
2013,12.73,12.73,12.73,12.73
2013,1.67,3.54,1.27,NA
2013,NA,NA,NA,4.82
2013,3.35,5.24,1.7,1.3
2013,1.76,5.13,2.3,5.53
2013,8.83,4.85,3.5,9.46
2013,18.5,18.5,18.5,18.5
2013,10.9,12.98,NA,14.17
2013,5.93,5.1,4.75,8.52
2013,14.19,14.19,7.16,14.19
2013,2.54,2.12,1.82,4.29
2013,2.4,1.63,1.48,2.73
2013,7.92,12.33,2.58,12.78
2013,14,12.03,14,13.63
